_id,published,content.link,content.title,content.body,label
ge:1620759028784135434,2016-11-05T10:25:00.000Z,https://www.google.com/url?rct=j&sa=t&url=http://www.npr.org/sections/parallels/2016/11/05/500669878/italy-becomes-a-leading-destination-for-migrants-matching-greece&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNGrPwzhiROzwPY9b8sXz6sS4r4Wpg,"Italy Becomes A Leading Destination For <b>Migrants</b>, Matching Greece","&quot;Nobody <b>died</b>,&quot; he says. With close to 160,000 arrivals this year, Italy could surpass Greece as Europe&#39;s major <b>migrant</b> and refugee point of entry.",rejected
ge:18239534028951138362,2016-11-05T05:42:40.000Z,https://www.google.com/url?rct=j&sa=t&url=http://leadership.ng/features/557765/irregular-migration-senate-joins-forces-to-halt-death-of-nigerians&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNGvMYS6fJKDzZXPpb4U6OtBX0eMKg,Irregular <b>Migration</b>: Senate Joins Forces To Halt <b>Death</b> Of Nigerians,"As the number of <b>migrants</b>&#39; deaths in the Mediterranean Sea hit nearly 4,000 in 2016, the Senate led by Senator Shehu Sani is on the road with&nbsp;...",rejected
ge:4560001439482459037,2016-11-05T05:26:37.000Z,https://www.google.com/url?rct=j&sa=t&url=http://newsliner.in/news/Over-200-migrants-die-in-shipwrecks-off-Libya-1478284200&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNG-IVUDONjiEndntXqL2uP52kxeRg,Over 200 <b>migrants die</b> in shipwrecks off Libya,Over 200 <b>migrants die</b> in shipwrecks off Libya. Over 200 <b>migrants die</b> in shipwrecks off Libya. Report Abuse Click Here To Read More. Similar News&nbsp;...,accepted
ge:11721998312442412795,2016-11-05T05:18:37.000Z,https://www.google.com/url?rct=j&sa=t&url=https://www.f3nws.com/news/239-die-off-lybia-coast-yxrJME&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNGnBNqROfwG6Sabb9mt-5oMsyXq9A,239 <b>migrants die</b> in the Med,"At least 239 <b>migrants</b>, believed to be from West Africa, have <b>died</b> in two shipwrecks off Libya, a spokesman for the United Nations <b>migration</b> agency,&nbsp;...",accepted
ge:12121811051108214999,2016-11-05T00:27:03.000Z,https://www.google.com/url?rct=j&sa=t&url=http://www.observerbd.com/details.php%3Fid%3D41746&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNEeVyWJHz30tWG8WBr4_nIhBzTu4w,UN says 239 <b>migrants die</b> in two shipwrecks off Libya,"GENEVA, Nov 3 : At least 239 <b>migrants</b>, believed to be from West Africa, have <b>died</b> in two shipwrecks off Libya, a spokesman for the United Nations&nbsp;...",accepted
ge:8991470599314538820,2016-11-04T23:51:46.000Z,https://www.google.com/url?rct=j&sa=t&url=http://www.irishtimes.com/news/world/europe/remains-of-migrant-life-strewn-across-the-stalingrad-camp-1.2855248&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNEau4JSV4MdIFQkP4UzKiXcEnWGjQ,Remains of <b>migrant</b> life strewn across the Stalingrad camp,"Life is after <b>death</b>, not here. They&#39;re not <b>migrants</b>. <b>Migrants</b> are birds and animals. When a Frenchman goes abroad, he&#39;s an &#39;expatriate&#39;. When it&#39;s a&nbsp;...",rejected
ge:12075882848350770687,2016-11-04T22:29:01.000Z,https://www.google.com/url?rct=j&sa=t&url=https://open-speech.com/showthread.php/730847-Germany-s-%25C3%259Cbergutmenschen-and-7-million-Lumpen-migrants&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNGEDSfSs7UPR_C2x9Tt1wT5XtpbuQ,Germany&#39;s Übergutmenschen and 7 million Lumpen-<b>migrants</b>,"So denken US-Demokraten wirklich über Deutschland Wikileaks hat e-mails veröffentlicht, <b>die</b> wohl an Hillary Clintons Wahlkampfchef Podesta&nbsp;...",rejected
ge:15428506610722352235,2016-11-04T20:47:54.000Z,https://www.google.com/url?rct=j&sa=t&url=http://crcconnection.com/2016/11/04/239-migrants-die-in-two-shipwrecks-off-libya.html&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNFvTw8Uwxi1M3Pj5emrLF_LFlrBAw,239 <b>migrants die</b> in two shipwrecks off Libya,"There was panic as refugees fell into the water during a rescue operation by the Topaz Responder rescue ship run by Maltese NGO, Moas, and the&nbsp;...",accepted
ge:5055609828518538266,2016-11-04T20:46:45.000Z,https://www.google.com/url?rct=j&sa=t&url=http://www.businesspost.ng/2016/11/04/240-migrants-perish-mediterranean-sea/&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNHuQqNeR_0H7YbM3-bkVnFWJqbvkg,Over 240 <b>Migrants</b> Perish In Mediterranean Sea,"By Dipo Olowookere. Reports said two children, whose mother <b>died</b> while on board a boat ferrying refuges and <b>migrants</b> from North Africa to Europe,&nbsp;...",accepted
ge:5637883152692138122,2016-11-04T19:40:02.000Z,https://www.google.com/url?rct=j&sa=t&url=http://www.dailymotion.com/video/x50opx6&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNERm0ie7V-nax4R0uEGFzCymmqjtw,UN says 239 <b>migrants die</b> in two shipwrecks off Libya,"Waseb TV is a Saraiki language channel. Its programming consists of general Entertainment, Infotainment, News, Current affairs and Drama&#39;s.",accepted
ge:7581265598718420349,2016-11-04T18:17:26.000Z,https://www.google.com/url?rct=j&sa=t&url=http://www.topstoriesmagzine.com/2016/11/over-200-migrants-die-in-shipwreck-off.html&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNFR07uK6wJx9i4LL_1qoW6HHfVz0A,OVER 200 <b>MIGRANTS DIE</b> IN SHIPWRECK OFF COAST OF LIBYA,"Spokesperson for the UN Refugee Agency: Carlotta Sami spoke on the issue, according to her, &quot;4200 <b>migrants</b> have <b>died</b> making a journey across the&nbsp;...",accepted
ge:17574053986436593806,2016-11-04T16:38:45.000Z,https://www.google.com/url?rct=j&sa=t&url=http://gmdac.iom.int/publication-search&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNE5gdOei5dKaNdQ4tlC9ZAoX1dLEA,Publications,It sets out principles which should be at the centre of national responses when <b>migrants die</b> or go missing at international borders. It focuses on the&nbsp;...,rejected
ge:8532986235004036463,2016-11-04T16:10:30.000Z,https://www.google.com/url?rct=j&sa=t&url=http://www.cninews.tv/gambia-football-star-who-dreamed-of-playing-for-top-european-club-drowns-trying-to-cross-from-libya-as-240-migrants-die-in-mediterranean-in-48-hours/&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNFgtAr9cnPnfIJ7FAP0OHH3r351ew,Gambia football star who dreamed of playing for top European club drowns trying to cross from ...,Gambia football star who dreamed of playing for top European club drowns trying to cross from Libya as 240 <b>migrants die</b> in Mediterranean in 48&nbsp;...,rejected
ge:11097084713648916708,2016-11-04T14:11:13.000Z,https://www.google.com/url?rct=j&sa=t&url=http://citizentvnews.bizyangu.com/category/citizen2541/At-least-240-migrants-and-refugees-die-in-two-shipwrecks-off-Libya-&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNFbo6FtZO4xyAx4Hgh_L_SRULh59A,At least 240 <b>migrants</b> and refugees <b>die</b> in two shipwrecks off Libya,"Breaking news, kenya news, county news, politics, business, sports, lifestyle and entertainment from Kenya and around the world. Watch Citizen TV&nbsp;...",accepted
ge:6385880623517463435,2016-11-04T13:35:43.000Z,https://www.google.com/url?rct=j&sa=t&url=http://www.ooyuz.com/geturl%3Faid%3D13804196&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNFBCzv8R2q1twzNbS4qizG3eNkx1A,"At least 239 <b>migrants</b> believed drowned in Mediterranean, UN says",BRUSSELS — At least 239 migrants are believed to have drowned this week in two ... U.N. says 239 <b>migrants die</b> in two shipwrecks off Libya.,accepted
ge:4585198766804920633,2016-11-04T13:17:15.000Z,https://www.google.com/url?rct=j&sa=t&url=http://rosedeji.blogspot.com/2016/11/over-240-african-migrants-die-in-boat.html&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNEod3nTH_F9uBqJJ09puryaqfhRtA,Over 240 African <b>Migrants die</b> in Boat mishap,"According to authorities, 180 <b>migrants</b> who were mostly wearing life jackets were pulled to safety by rescue boats after the inflatable water vessels&nbsp;...",accepted
ge:5962191464894889476,2016-11-04T11:32:48.000Z,https://www.google.com/url?rct=j&sa=t&url=http://www.newsworld.pk/2016/11/04/un-says-239-migrants-die-in-two-shipwrecks-off-libya/&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNE-dK0LIDBON8sQWkMzNNIXGBhysw,UN says 239 <b>migrants die</b> in two shipwrecks off Libya,"Daily Times. At least 239 <b>migrants</b>, believed to be from West Africa, have <b>died</b> in two shipwrecks off Libya, a spokesman for the United Nations&nbsp;...",accepted
ge:14907129078355386481,2016-11-04T11:06:02.000Z,https://www.google.com/url?rct=j&sa=t&url=http://world.einnews.com/pr_news/352464679/more-than-240-refugees-and-migrants-dead-in-horrific-24-hours-in-the-mediterranean&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNHVWk6mtwdLVTt_B6mzvOkgfScWYQ,More than 240 Refugees and <b>Migrants Dead</b> in &#39;Horrific 24 Hours&#39; in the Mediterranean,"Two very young children, whose mother <b>died</b> while on board a boat ferrying refuges and <b>migrants</b> from North Africa to Europe, were rescued by Save&nbsp;...",accepted
ge:907512965892529661,2016-11-05T07:52:32.000Z,https://www.google.com/url?rct=j&sa=t&url=http://www.ooyuz.com/geturl%3Faid%3D13815732&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNHRIPlS_b-HL2j16rSI6N-QHJ5Oxw,Capsized boats in Mediterranean leave 240 <b>refugees dead</b>,"Two <b>refugee</b> boats capsized this week in the Mediterranean near the Libyan coast, leading to the deaths in a 48-hour period of about 240 people.",accepted
ge:3566020995755398594,2016-11-05T05:09:53.000Z,https://www.google.com/url?rct=j&sa=t&url=http://www.wsws.org/en/articles/2016/11/05/liby-n05.html&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNEizor_k379uEwLAor7C70VlEmqbA,Capsized boats in Mediterranean leave 240 <b>refugees dead</b>,"Two <b>refugee</b> boats capsized this week in the Mediterranean near the Libyan coast, leading to the <b>deaths</b> in a 48-hour period of about 240 people.",accepted
ge:1447440025041470253,2016-11-05T03:52:52.000Z,https://www.google.com/url?rct=j&sa=t&url=http://www.thecanary.co/2016/11/05/this-musician-captures-the-reality-of-the-refugee-crisis-perfectly-in-just-one-song-videos/&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNFcZpxih5Dw5uMVnw8sZvnaj3W_yg,"This musician captures the reality of the &#39;<b>refugee</b> crisis&#39; perfectly, in just one song [VIDEOS]","In Ahmed, he talks about Europe&#39;s &#39;<b>refugee</b> crisis&#39;. ... Just in front of the <b>dead</b> man, a couple seemed to enjoy their day at the beach, apparently&nbsp;...",rejected
ge:316622218493551866,2016-11-05T03:01:49.000Z,https://www.google.com/url?rct=j&sa=t&url=http://www.heraldmalaysia.com/news/missionary-in-jordan-gods-mercy-for-refugees-fleeing-syria-and-iraq/32919/1&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNEMW0E7P1So7vnf9HSllyclGfpmBw,Missionary in Jordan: God&#39;s mercy for <b>refugees</b> fleeing Syria and Iraq,"Missionary in Jordan: God&#39;s mercy for <b>refugees</b> fleeing Syria and Iraq ... the lands near the <b>Dead</b> Sea, who live in precarious conditions or have no&nbsp;...",rejected
ge:13552803321646540243,2016-11-05T01:10:28.000Z,https://www.google.com/url?rct=j&sa=t&url=https://gootamil.com/2016/11/03/hundreds-feared-dead-in-refugee-shipwrecks-off-libyan-coast/&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNFeOovMSXecvYdxrx9zEd9Xz4_4Tw,Hundreds feared <b>dead</b> in <b>refugee</b> shipwrecks off Libyan coast,"Hundreds feared <b>dead</b> in <b>refugee</b> shipwrecks off Libyan coast. Nov 03, 2016 Melanie Santiago Local, News Ticker, Top Slider, World 0. According to&nbsp;...",accepted
ge:3133320939969540851,2016-11-05T00:23:41.000Z,https://www.google.com/url?rct=j&sa=t&url=https://techfeatured.com/1518/taking-refugees&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNGSN9DcpvuoEpyRbilCY3mgnzZUPQ,Taking <b>Refugees</b>,"In the summer of 2015, Europe experienced the highest influx of <b>refugees</b> ... “There is no honorable way to <b>kill</b>, no gentle way to destroy and there is&nbsp;...",rejected
ge:15989199189203923014,2016-11-04T23:20:19.000Z,https://www.google.com/url?rct=j&sa=t&url=http://mareeg.com/refugee-returns-from-kenya-to-somalia-this-is-about-fear-not-about-choice/&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNHLq0-aLhvUJdXNovuWu_zZHKOElw,<b>Refugee</b> returns from Kenya to Somalia: “This is About Fear… Not About Choice”,The Kenyan government&#39;s threat to close the Dadaab <b>refugee</b> camp by the end of ... But it is harmful and wrong to blame the Somali <b>refugee</b> population .... with the Ethiopian Prime Minister while that same PM&#39;s <b>death</b> Read More.,rejected
ge:1254289811715778440,2016-11-04T22:28:31.000Z,https://www.google.com/url?rct=j&sa=t&url=http://news.s3.webdigital.hu/latest/the-latest-unhcr-says-up-to-240-dead-in-wrecks-off-libya&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNGmsQv_H7e4XjyZZv_SB-Ale9bp4g,The Latest: UNHCR says up to 240 <b>dead</b> in wrecks off Libya,The U.N. <b>refugee</b> agency says survivor accounts indicate as many as 240 people have <b>died</b> in two shipwrecks off Libya...,accepted
ge:10211448355199012204,2016-11-04T20:54:05.000Z,https://www.google.com/url?rct=j&sa=t&url=http://www.msn.com/en-au/news/other/un-refugee-agency-says-survivor-accounts-indicate-as-many-as-240-dead-in-2-shipwrecks-off-libya-no-bodies-recovered/ar-AAjQFlC&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNE-yg1s_bbxaQtW9G7NNmVAsmE-Fw,UN <b>refugee</b> agency says survivor accounts indicate as many as 240 <b>dead</b> in 2 shipwrecks off Libya,ROME — UN <b>refugee</b> agency says survivor accounts indicate as many as 240 <b>dead</b> in 2 shipwrecks off Libya; no bodies recovered.,accepted
ge:10489685643132300613,2016-11-04T20:08:51.000Z,https://www.google.com/url?rct=j&sa=t&url=http://liefdenetwerk.nl/gigger/story.php%3Ftitle%3Dhundreds-feared-dead-in-refugee-shipwrecks-off-libya&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNHAxHxQCR0n6-Exkp3_rli7SvLA0g,Hundreds feared <b>dead</b> in <b>refugee</b> shipwrecks off Libya,admin 18 hours ago News hundreds feared <b>dead refugee</b> shipwrecks libya All http://www.aljazeera.com. Survivors tell UN at least 239 people&nbsp;...,accepted
ge:12482581156354682783,2016-11-04T18:51:53.000Z,https://www.google.com/url?rct=j&sa=t&url=https://electronicintifada.net/content/month-pictures-october-2016/18411&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNGhxnPy5dPf0_rWwJdoWogVF63bhQ,The Month in Pictures: October 2016,The Action Group for Palestinians of Syria recorded a total of 22 Palestinian <b>refugee deaths</b> in Syria during October as a result of the ongoing war&nbsp;...,rejected
ge:13717773139616612422,2016-11-04T18:36:50.000Z,https://www.google.com/url?rct=j&sa=t&url=https://player.fm/series/tbs-efm-primetime-1273471/hundreds-feared-dead-in-sinking-of-refugee-boats&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNGfbuJ6KKvd5e98i3giiymAJ055wQ,Hundreds Feared <b>Dead</b> In Sinking Of <b>Refugee</b> Boats,INTERNATIONAL NEWS DIGEST Pt.1 Topic: Hundreds Feared <b>Dead</b> in Sinking of <b>Refugee</b> Boats Guest: Professor Mary Crock (Public Law/ University&nbsp;...,accepted
ge:2122754726012477554,2016-11-04T17:56:38.000Z,https://www.google.com/url?rct=j&sa=t&url=https://news.google.pk/news/story%3Fcf%3Dall%26hl%3Den%26ned%3Den_pk%26cf%3Dall%26ncl%3DdRlxP-5oDHgiNLMkuCSVmwc-O-UxM%26topic%3Dw%26start%3D30&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNF0DpHF-02gAdHGXEyP3hlMl6OEpQ,2,Hundreds of <b>refugees</b> feared <b>dead</b> in shipwrecks off Libya ... More On: European <b>refugee</b> crisis · Evacuated migrants set fire to &#39;Jungle&#39; <b>refugee</b> camp&nbsp;...,accepted
ge:13299872926777373676,2016-11-04T17:55:36.000Z,https://www.google.com/url?rct=j&sa=t&url=http://www.ethiodailypost.com/article/hundreds-feared-dead-refugee-shipwrecks-libya&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNFXqXeATxVHC4K1kW8nfIRQHqJM_w,Hundreds feared <b>dead</b> in <b>refugee</b> shipwrecks off Libya,"Hundreds feared <b>dead</b> in <b>refugee</b> shipwrecks off Libya &middot; At least one <b>dead</b>, ... Syria: Dozens <b>dead</b> as rebels try to break Aleppo siege &middot; Nigeria Boko&nbsp;...",accepted
ge:9763696746911326450,2016-11-04T16:31:04.000Z,https://www.google.com/url?rct=j&sa=t&url=http://www.easternmirrornagaland.com/almost-240-feared-dead-after-2-migrant-shipwrecks-unhcr/&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNH4R7IeBvWaYNBfCDnTLM_oIGZb7Q,Almost 240 feared <b>dead</b> after 2 migrant shipwrecks: UNHCR,"Almost 240 feared <b>dead</b> after 2 migrant shipwrecks: UNHCR ... coast on Wednesday, the UN <b>Refugee</b> Agency (UNHCR) confirmed on Thursday.",accepted
ge:17999095064148929143,2016-11-04T16:21:45.000Z,https://www.google.com/url?rct=j&sa=t&url=http://ghandnews.com/news/29320/refugee-crisis-3-800-dead-more-on-the-way&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNHFslJ2nAmyrdG2QT5REzcQpMfW9Q,"<b>Refugee</b> crisis: 3800 <b>dead</b>, more on the way","Rickety boats that should never have sailed, unscrupulous smugglers and desperate people risking all.",rejected
ge:12762464125064148557,2016-11-04T16:16:22.000Z,https://www.google.com/url?rct=j&sa=t&url=http://www.theborneopost.com/2016/11/05/over-200-migrants-feared-dead/&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNEyvCHSX7O65WL3YPlAJOyYdXbAIA,Over 200 migrants feared <b>dead</b>,"“One woman said she had to hold on to a <b>dead</b> body to survive. ... and legal pathways to protection,” said the UN&#39;s <b>refugee</b> chief Filippo Grandi. Sami&nbsp;...",accepted
ge:9240232473830135419,2016-11-04T15:29:03.000Z,https://www.google.com/url?rct=j&sa=t&url=http://www.ansamed.info/ansamed/en/news/sections/generalnews/2016/11/04/med-refugee-death-toll-up-to-4200-says-iom_99143025-ee92-42e7-97cc-4156e90e7997.html&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNGu-c53PC59Tuk8ZmTaQ8bInlO0cw,Med <b>refugee death</b> toll up to 4200 says IOM,"GENEVA - A total of 4,220 asylum seekers have perished in the Mediterranean so far this year, the International Organization for Migration (IOM)&nbsp;...",rejected
ge:815401658461261412,2016-11-04T15:07:58.000Z,https://www.google.com/url?rct=j&sa=t&url=http://www.pressreader.com/usa/the-denver-post/20161104/281827168327583&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNEyaNzC5jYePNy4qYSJJX7g-l3PyQ,"240 <b>dead</b> in shipwrecks, UN <b>refugee</b> agency says","Survivors say as many as 240 people have <b>died</b> in two shipwrecks off Libya, the U.N. <b>refugee</b> agency reported Thursday, bringing this year&#39;s toll to&nbsp;...",accepted
ge:14431974377068344265,2016-11-04T15:01:41.000Z,https://www.google.com/url?rct=j&sa=t&url=http://www.unhcr.org/news/latest/2016/11/581c93a54/south-sudan-actor-played-dead-save-life.html&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNEAMr6g-ShzBOttbBy2r2BapCBIKQ,South Sudan actor played <b>dead</b> to save his life,"South Sudan actor played <b>dead</b> to save his life ... As he and Estelle made their final journey to the <b>refugee</b> centre in Uganda, all their belongings were&nbsp;...",rejected
ge:15977266225547199249,2016-11-04T23:09:37.000Z,https://www.google.com/url?rct=j&sa=t&url=http://www.smh.com.au/national/manus-island-detainee-tries-to-set-himself-alight-to-exit-hell-20161104-gsimw5.html&ct=ga&cd=CAIyHGQxYTY2YjgzZTYzOWY2OTA6Y29tOmVuOlVTOkw&usg=AFQjCNHKeAzcEz1JhAhYnxt3Og0Us8d1hw,Manus Island detainee tries to exit &#39;hell&#39; - by attempting to set himself alight,"And they treat us like s*** in here … if I <b>die</b>, I think it&#39;s better than this s*** life.&quot; This is not ... Several <b>asylum</b> seekers sent to Manus Island have died.",accepted
ge:16905127688197923768,2016-11-04T17:46:14.000Z,https://www.google.com/url?rct=j&sa=t&url=https://sputniknews.com/radio_world_in_focus/201611041047081118-controvesry-over-nauru-death-threats-brexit/&ct=ga&cd=CAIyHGQxYTY2YjgzZTYzOWY2OTA6Y29tOmVuOlVTOkw&usg=AFQjCNEVis-ZXQwPAl7N5aqunK6BaCMeZg,Controversy Over Nauru <b>Refugee</b> Deportations | <b>Death</b> Threats After Brexit Ruling,"... in the early hours of the morning and flown by the Australian airforce to the offshore <b>detention center</b> on Nauru, where he could be held indefinitely.",rejected
ge:15683214378797463715,2016-11-05T06:16:39.000Z,https://www.google.com/url?rct=j&sa=t&url=http://uncova.com/irregular-migration-senate-joins-forces-to-halt-death-of-nigerians&ct=ga&cd=CAIyHGJhMGVjODc2N2ZlMTZjZDg6Y29tOmVuOlVTOkw&usg=AFQjCNEyAVAqH7d2lPWgA5mPFh-mGfYzOA,Irregular <b>Migration</b>: Senate Joins Forces To Halt <b>Death</b> Of Nigerians,"As the number of <b>migrants</b>&#39; <b>deaths</b> in the Mediterranean Sea hit nearly 4000 in 2016, the Senate led by Senator.",rejected
